author_dim.author_key,author_dim.author_id,author_dim.author_name,author_dim.author_addr,author_dim.birthday,author_dim.status,author_dim.created_time,author_dim.updated_time,author_dim.last_mofidied,author_dim.content_type_key
280,846,Hương Thảo - Vân Anh,N/A,1970-01-01 00:00:00.0,DEL,2014-12-03 10:53:39.0,2014-12-03 10:53:39.0,2017-03-21 09:55:55.0,1
281,990,Caspian Woods,N/A,1970-01-01 00:00:00.0,DEL,2014-12-09 16:54:56.0,2014-12-09 16:54:56.0,2017-03-21 09:55:55.0,1
282,1086,Dave Kerpen,N/A,1970-01-01 00:00:00.0,DEL,2014-12-11 09:09:04.0,2014-12-11 09:09:04.0,2017-03-21 09:55:55.0,1
283,1248,Richard Templar,N/A,1970-01-01 00:00:00.0,DEL,2014-12-12 13:28:59.0,2014-12-12 13:28:59.0,2017-03-21 09:55:55.0,1
284,1279,Nicholas Boothman,N/A,1970-01-01 00:00:00.0,DEL,2014-12-12 14:41:10.0,2014-12-12 14:41:10.0,2017-03-21 09:55:55.0,1
285,1318,Hoàng Xuân Phương - Nguyễn Thị Ngọc Châu,N/A,1970-01-01 00:00:00.0,DEL,2014-12-15 09:04:15.0,2014-12-15 09:04:15.0,2017-03-21 09:55:55.0,1
286,1330,Đinh Thị Thúy Hằng (Chủ biên),N/A,1970-01-01 00:00:00.0,DEL,2014-12-15 09:23:00.0,2014-12-15 09:23:00.0,2017-03-21 09:55:55.0,1
287,1353,Nguyễn Dung,N/A,1970-01-01 00:00:00.0,DEL,2014-12-17 10:28:15.0,2014-12-17 10:28:15.0,2017-03-21 09:55:56.0,1
288,1367,Thiện Bụi Bặm,N/A,1970-01-01 00:00:00.0,DEL,2014-12-20 19:40:23.0,2014-12-20 19:40:23.0,2017-03-21 09:55:56.0,1
289,1383,Bùi Thị Tuyết Băng,N/A,1970-01-01 00:00:00.0,DEL,2014-12-23 19:54:56.0,2014-12-23 19:54:56.0,2017-03-21 09:55:56.0,1
290,1396,Thi Cao,N/A,1970-01-01 00:00:00.0,DEL,2014-12-24 01:08:55.0,2014-12-24 01:08:55.0,2017-03-21 09:55:56.0,1
291,1404,An Yên,N/A,1970-01-01 00:00:00.0,DEL,2014-12-24 21:38:56.0,2014-12-24 21:38:56.0,2017-03-21 09:55:56.0,1
292,1412,Hải Đăng,N/A,1970-01-01 00:00:00.0,DEL,2014-12-25 02:09:04.0,2014-12-25 02:09:04.0,2017-03-21 09:55:56.0,1
293,1434,Kim Khánh,N/A,1970-01-01 00:00:00.0,DEL,2014-12-26 18:46:06.0,2014-12-26 18:46:06.0,2017-03-21 09:55:56.0,1
294,1464,HT,N/A,1970-01-01 00:00:00.0,DEL,2014-12-29 11:44:30.0,2014-12-29 11:44:30.0,2017-03-21 09:55:56.0,1
295,1493,Dã Như,N/A,1970-01-01 00:00:00.0,DEL,2014-12-31 23:15:44.0,2014-12-31 23:15:44.0,2017-03-21 09:55:56.0,1
296,1517,Bolide Blue,N/A,1970-01-01 00:00:00.0,DEL,2015-01-04 14:25:35.0,2015-01-04 14:25:35.0,2017-03-21 09:55:56.0,1
297,1529,Mẫn Thái,N/A,1970-01-01 00:00:00.0,DEL,2015-01-05 19:42:43.0,2015-01-05 19:42:43.0,2017-03-21 09:55:56.0,1
298,1545,Zenny Lê,N/A,1970-01-01 00:00:00.0,DEL,2015-01-07 09:31:52.0,2015-01-07 09:31:52.0,2017-03-21 09:55:57.0,1
299,2873,mio,N/A,1970-01-01 00:00:00.0,DEL,2015-03-03 00:57:56.0,2015-03-03 00:57:56.0,2017-03-21 09:55:57.0,1
300,2891,Mèo Mỡ,N/A,1970-01-01 00:00:00.0,DEL,2015-03-06 12:05:03.0,2015-03-06 12:05:03.0,2017-03-21 09:55:57.0,1
301,2900,Ngữ Liêu,N/A,1970-01-01 00:00:00.0,DEL,2015-03-10 21:30:58.0,2015-03-10 21:30:58.0,2017-03-21 09:55:57.0,1
302,2906,Tomboy Dương,N/A,1970-01-01 00:00:00.0,DEL,2015-03-11 20:12:39.0,2015-03-11 20:12:39.0,2017-03-21 09:55:57.0,1
303,3014,Marty Neumeier,N/A,1970-01-01 00:00:00.0,DEL,2015-03-21 14:41:58.0,2015-03-21 14:41:58.0,2017-03-21 09:55:57.0,1
304,3075,Lưu Vệ Hoa,N/A,1970-01-01 00:00:00.0,DEL,2015-03-25 21:38:29.0,2015-03-25 21:38:29.0,2017-03-21 09:55:57.0,1
305,3138,Ivy_Nguyen,N/A,1970-01-01 00:00:00.0,DEL,2015-04-03 15:28:46.0,2015-04-03 15:28:46.0,2017-03-21 09:55:57.0,1
306,3267,R. James Breiding,N/A,1970-01-01 00:00:00.0,DEL,2015-04-16 13:55:37.0,2015-04-16 13:55:37.0,2017-03-21 09:55:57.0,1
307,3282,phuong ngo,N/A,1970-01-01 00:00:00.0,DEL,2015-04-17 21:58:14.0,2015-04-17 21:58:14.0,2017-03-21 09:55:57.0,1
308,3312,Maryse Anthony,N/A,1970-01-01 00:00:00.0,DEL,2015-05-03 11:57:19.0,2015-05-03 11:57:19.0,2017-03-21 09:55:57.0,1
309,3387,Judy Blume,N/A,1970-01-01 00:00:00.0,DEL,2015-05-20 11:41:38.0,2015-05-20 11:41:38.0,2017-03-21 09:55:58.0,1
310,3408,Mai Khôi,N/A,1970-01-01 00:00:00.0,DEL,2015-05-24 22:31:58.0,2015-05-24 22:31:58.0,2017-03-21 09:55:58.0,1
311,3441,"Keith Ferrazzi, Tahl Raz",N/A,1970-01-01 00:00:00.0,ACT,2015-05-29 21:33:53.0,2017-09-26 16:42:32.0,2018-09-10 23:22:17.0,1
312,3471,Nguyễn Thu Thủy,N/A,1970-01-01 00:00:00.0,DEL,2015-06-11 09:20:22.0,2015-06-11 09:20:22.0,2017-03-21 09:55:58.0,1
313,3555,Phạm Quang Lập,N/A,1970-01-01 00:00:00.0,DEL,2015-06-18 09:37:59.0,2015-06-18 09:37:59.0,2017-03-21 09:55:58.0,1
314,3603,Shinji,N/A,1970-01-01 00:00:00.0,DEL,2015-06-25 21:11:30.0,2015-06-25 21:11:30.0,2017-03-21 09:55:58.0,1
315,3624,Friedrich Hayek,N/A,1970-01-01 00:00:00.0,DEL,2015-07-01 15:07:22.0,2015-07-01 15:07:22.0,2017-03-21 09:55:58.0,1
316,3645,N.H.Q,N/A,1970-01-01 00:00:00.0,DEL,2015-07-03 22:43:14.0,2015-07-03 22:43:14.0,2017-03-21 09:55:58.0,1
317,3681,Yaoi,N/A,1970-01-01 00:00:00.0,DEL,2015-07-16 13:25:57.0,2015-07-16 13:25:57.0,2017-03-21 09:55:58.0,1
318,3738,Nguyễn Đắc Xuân,N/A,1970-01-01 00:00:00.0,DEL,2015-07-22 08:25:08.0,2015-07-22 08:25:08.0,2017-03-21 09:55:58.0,1
319,3900,Ngô Thị Ngọc,N/A,1970-01-01 00:00:00.0,DEL,2015-07-28 21:39:00.0,2015-07-28 21:39:00.0,2017-03-21 09:55:58.0,1
320,3930,NGUYỄN LAM,N/A,1970-01-01 00:00:00.0,DEL,2015-08-05 17:01:22.0,2015-08-05 17:01:22.0,2017-03-21 09:55:59.0,1
321,4074,Tran Quốc Uy,N/A,1970-01-01 00:00:00.0,DEL,2015-08-14 16:52:35.0,2015-08-14 16:52:35.0,2017-03-21 09:55:59.0,1
322,4161,Đạm Nguỵêt Tân Lương,N/A,1970-01-01 00:00:00.0,DEL,2015-08-24 13:54:28.0,2015-08-24 13:54:28.0,2017-03-21 09:55:59.0,1
323,4170,Tứ Nguyệt,N/A,1970-01-01 00:00:00.0,DEL,2015-08-24 14:16:34.0,2015-08-24 14:16:34.0,2017-03-21 09:55:59.0,1
324,4182,Tiểu Đào,N/A,1970-01-01 00:00:00.0,DEL,2015-08-24 14:24:04.0,2015-08-24 14:24:04.0,2017-03-21 09:55:59.0,1
325,4191,Thủy Nguyệt Phiêu Linh,N/A,1970-01-01 00:00:00.0,DEL,2015-08-24 14:29:26.0,2015-08-24 14:29:26.0,2017-03-21 09:55:59.0,1
326,4200,Tạ Thượng Huân,N/A,1970-01-01 00:00:00.0,DEL,2015-08-24 14:35:47.0,2015-08-24 14:35:47.0,2017-03-21 09:55:59.0,1
327,4212,Phạm Tỉnh,N/A,1970-01-01 00:00:00.0,DEL,2015-08-24 14:48:36.0,2015-08-24 14:48:36.0,2017-03-21 09:55:59.0,1
328,4227,Phi Cô Nương,N/A,1970-01-01 00:00:00.0,DEL,2015-08-24 15:01:46.0,2015-08-24 15:01:46.0,2017-03-21 09:55:59.0,1
329,4239,Lệ Nguyệt,N/A,1970-01-01 00:00:00.0,DEL,2015-08-25 15:20:24.0,2015-08-25 15:20:24.0,2017-03-21 09:55:59.0,1
330,4251,Cư Tiểu Cũng,N/A,1970-01-01 00:00:00.0,DEL,2015-08-25 15:28:49.0,2015-08-25 15:28:49.0,2017-03-21 09:55:59.0,1
331,4260,Nguyên Viện,N/A,1970-01-01 00:00:00.0,DEL,2015-08-26 14:30:40.0,2015-08-26 14:30:40.0,2017-03-21 09:56:00.0,1
332,4269,Văn Diệp Du,N/A,1970-01-01 00:00:00.0,DEL,2015-08-26 14:36:52.0,2015-08-26 14:36:52.0,2017-03-21 09:56:00.0,1
333,4281,Sơ Thần,N/A,1970-01-01 00:00:00.0,DEL,2015-08-26 14:52:13.0,2015-08-26 14:52:13.0,2017-03-21 09:56:00.0,1
334,4300,Dương Thuỳ Dương,N/A,1970-01-01 00:00:00.0,DEL,2015-08-31 10:55:48.0,2015-08-31 10:55:48.0,2017-03-21 09:56:00.0,1
335,4326,Michael de Kretser,N/A,1970-01-01 00:00:00.0,DEL,2015-08-31 11:34:23.0,2015-08-31 11:34:23.0,2017-03-21 09:56:00.0,1
336,4344,Thích Viên Ngộ,N/A,1970-01-01 00:00:00.0,ACT,2015-08-31 15:22:53.0,2017-08-28 09:55:27.0,2017-08-31 09:44:47.0,1
337,4350,André Gide,N/A,1970-01-01 00:00:00.0,DEL,2015-09-07 20:19:45.0,2015-09-07 20:19:45.0,2017-03-21 09:56:00.0,1
338,4358,George W. Bush,N/A,1970-01-01 00:00:00.0,ACT,2015-09-09 14:12:25.0,2018-07-30 09:53:06.0,2018-09-10 23:22:18.0,1
339,4416,fdfs,N/A,1970-01-01 00:00:00.0,DEL,2015-09-19 21:03:39.0,2015-09-19 21:03:39.0,2017-03-21 09:56:00.0,1
340,4452,Lợn con quai bị,N/A,1970-01-01 00:00:00.0,DEL,2015-09-23 15:28:38.0,2015-09-23 15:28:38.0,2017-03-21 09:56:01.0,1
341,4572,Đạo Hoa Hương Hương,N/A,1970-01-01 00:00:00.0,DEL,2015-09-29 09:42:30.0,2015-09-29 09:42:30.0,2017-03-21 09:56:01.0,1
342,4608,Bill McFarlan,N/A,1970-01-01 00:00:00.0,DEL,2015-10-02 15:54:56.0,2015-10-02 15:54:56.0,2017-03-21 09:56:01.0,1
343,4658,Nguyễn Nhật Ánh,N/A,1970-01-01 00:00:00.0,DEL,2015-10-06 12:37:03.0,2015-10-06 12:37:03.0,2017-03-21 09:56:01.0,1
344,4692,stephen R.Covey,N/A,1970-01-01 00:00:00.0,DEL,2015-10-12 14:18:42.0,2015-10-12 14:18:42.0,2017-03-21 09:56:01.0,1
345,4778,Anne Linden & Kathrin Peruts,N/A,1970-01-01 00:00:00.0,DEL,2015-10-17 19:57:18.0,2015-10-17 19:57:18.0,2017-03-21 09:56:01.0,1
346,4873,Dương Văn,N/A,1970-01-01 00:00:00.0,DEL,2015-10-28 09:59:59.0,2015-10-28 09:59:59.0,2017-03-21 09:56:01.0,1
347,5039,"Michael J.Ritt, JR",N/A,1970-01-01 00:00:00.0,DEL,2015-11-12 15:53:20.0,2015-11-12 15:53:20.0,2017-03-21 09:56:01.0,1
348,5108,Halong Lafairy Sails,N/A,1970-01-01 00:00:00.0,DEL,2015-11-18 10:06:05.0,2015-11-18 10:06:05.0,2017-03-21 09:56:01.0,1
349,5165,Anh Tú,N/A,1970-01-01 00:00:00.0,DEL,2015-11-23 16:29:26.0,2015-11-23 16:29:26.0,2017-03-21 09:56:01.0,1
350,5174,Angel Darazhanow - Miroslav Kozarov - Vasil Banov,N/A,1970-01-01 00:00:00.0,ACT,2015-11-24 10:14:36.0,2015-11-24 10:14:36.0,2017-03-21 09:56:01.0,1
351,5187,MICHAEL HARRINGTON,N/A,1970-01-01 00:00:00.0,ACT,2015-11-24 11:03:55.0,2015-11-24 11:03:55.0,2017-03-21 09:56:01.0,1
352,5199,HOÀNG HỒNG MINH,N/A,1970-01-01 00:00:00.0,DEL,2015-11-24 11:42:24.0,2015-11-24 11:42:24.0,2017-03-21 09:56:02.0,1
353,5207,MATTHEW J. DELUCA -  NANETTE F. DELUCA,N/A,1970-01-01 00:00:00.0,DEL,2015-11-24 13:48:47.0,2015-11-24 13:48:47.0,2017-03-21 09:56:02.0,1
354,5212,Willard N Ander - Neil Z Stern,N/A,1970-01-01 00:00:00.0,ACT,2015-12-01 10:25:38.0,2015-12-01 10:25:38.0,2017-03-21 09:56:02.0,1
355,5271,Xuân Trang,N/A,1970-01-01 00:00:00.0,DEL,2015-12-07 23:16:21.0,2015-12-07 23:16:21.0,2017-03-21 09:56:02.0,1
356,5298,Stephen Hawking,N/A,1970-01-01 00:00:00.0,DEL,2015-12-26 21:15:19.0,2015-12-26 21:15:19.0,2017-03-21 09:56:02.0,1
357,5371,Lisa Hark,N/A,1970-01-01 00:00:00.0,ACT,2016-01-07 16:28:01.0,2016-01-07 16:28:01.0,2017-03-21 09:56:02.0,1
358,5383,FUKUZAWA YUKICHI,N/A,1970-01-01 00:00:00.0,DEL,2016-01-08 07:03:32.0,2016-01-08 07:03:32.0,2017-03-21 09:56:02.0,1
359,11,Đường Gia Tam Thiếu,N/A,1970-01-01 00:00:00.0,ACT,2014-08-06 09:08:53.0,2016-01-12 09:17:30.0,2017-03-21 09:56:02.0,1
360,24,Hân Như,N/A,1970-01-01 00:00:00.0,ACT,2014-08-12 16:52:49.0,2017-09-25 16:40:15.0,2018-09-10 23:22:17.0,1
361,43,Ngô Hoàng Anh,N/A,1970-01-01 00:00:00.0,ACT,2014-09-10 19:39:56.0,2016-01-12 09:17:30.0,2017-03-21 09:56:02.0,1
362,49,Lê Hạnh,N/A,1970-01-01 00:00:00.0,ACT,2014-09-10 20:59:15.0,2017-09-26 08:35:46.0,2018-09-10 23:22:17.0,1
363,55,Tú Anh,N/A,1970-01-01 00:00:00.0,ACT,2014-09-10 23:45:59.0,2016-01-12 09:17:30.0,2017-03-21 09:56:02.0,1
364,64,Lê Giảng,N/A,1970-01-01 00:00:00.0,ACT,2014-09-11 10:17:19.0,2016-01-12 09:17:30.0,2017-03-21 09:56:03.0,1
365,76,Phạm Thu – Quốc Khánh,N/A,1970-01-01 00:00:00.0,ACT,2014-09-11 15:41:47.0,2016-01-12 09:17:30.0,2017-03-21 09:56:03.0,1
366,97,Trần Mạnh Thường,N/A,1970-01-01 00:00:00.0,DEL,2014-09-12 14:01:49.0,2016-01-12 09:17:30.0,2017-03-21 09:56:03.0,1
367,120,Lã Quốc Vinh,N/A,1970-01-01 00:00:00.0,ACT,2014-09-13 23:51:21.0,2016-01-12 09:17:30.0,2017-03-21 09:56:03.0,1
368,123,Mai Phương,N/A,1970-01-01 00:00:00.0,ACT,2014-09-14 00:41:01.0,2016-01-12 09:17:30.0,2017-03-21 09:56:03.0,1
369,146,Trương Mưu Tử,N/A,1970-01-01 00:00:00.0,ACT,2014-09-14 21:26:51.0,2016-01-12 09:17:30.0,2017-03-21 09:56:03.0,1
370,175,Nhiều tác giả,N/A,1970-01-01 00:00:00.0,DEL,2014-09-16 09:27:07.0,2016-01-12 09:17:30.0,2017-03-21 09:56:03.0,1
371,181,Minh Minh,N/A,1970-01-01 00:00:00.0,ACT,2014-09-16 10:33:12.0,2016-01-12 09:17:30.0,2017-03-21 09:56:03.0,1
372,199,Hằng Nga,N/A,1970-01-01 00:00:00.0,DEL,2014-09-16 18:58:28.0,2016-01-12 09:17:30.0,2017-03-21 09:56:03.0,1
373,216,Thư Nghi,N/A,1970-01-01 00:00:00.0,ACT,2014-09-17 14:55:50.0,2016-01-12 09:17:30.0,2017-03-21 09:56:03.0,1
374,243,Cấn Vân Khánh,N/A,1970-01-01 00:00:00.0,DEL,2014-09-19 10:46:57.0,2016-01-12 09:17:30.0,2017-03-21 09:56:03.0,1
375,253,Ths Vũ Đức Huynh,N/A,1970-01-01 00:00:00.0,ACT,2014-09-20 11:31:05.0,2016-01-12 09:17:30.0,2017-03-21 09:56:04.0,1
376,312,Linda Howard,N/A,1970-01-01 00:00:00.0,ACT,2014-09-26 22:23:35.0,2016-01-12 09:17:30.0,2017-03-21 09:56:04.0,1
377,342,Nikos Kazantzaki,N/A,1970-01-01 00:00:00.0,ACT,2014-10-03 14:45:58.0,2016-01-12 09:17:30.0,2017-03-21 09:56:04.0,1
378,351,Liên Thục Hương,N/A,1970-01-01 00:00:00.0,ACT,2014-10-03 16:15:57.0,2016-01-12 09:17:30.0,2017-03-21 09:56:04.0,1
379,363,Trọngkul,N/A,1970-01-01 00:00:00.0,ACT,2014-10-14 12:02:03.0,2016-01-12 09:17:30.0,2017-03-21 09:56:04.0,1
380,386,Sao,N/A,1970-01-01 00:00:00.0,ACT,2014-10-14 14:03:13.0,2016-01-12 09:17:30.0,2017-03-21 09:56:04.0,1
381,404,Như Nguyệt,N/A,1970-01-01 00:00:00.0,ACT,2014-10-14 17:04:37.0,2016-01-12 09:17:30.0,2017-03-21 09:56:04.0,1
382,413,Yurika,N/A,1970-01-01 00:00:00.0,ACT,2014-10-14 20:53:26.0,2016-01-12 09:17:30.0,2017-03-21 09:56:04.0,1
383,423,Duyên4H,N/A,1970-01-01 00:00:00.0,ACT,2014-10-14 22:25:20.0,2016-01-12 09:17:30.0,2017-03-21 09:56:04.0,1
384,430,Linh Lan Trắng,N/A,1970-01-01 00:00:00.0,ACT,2014-10-14 22:39:51.0,2016-01-12 09:17:30.0,2017-03-21 09:56:05.0,1
385,439,Rum,N/A,1970-01-01 00:00:00.0,ACT,2014-10-15 10:17:16.0,2016-01-12 09:17:30.0,2017-03-21 09:56:05.0,1
386,448,boon ji,N/A,1970-01-01 00:00:00.0,ACT,2014-10-15 13:19:40.0,2016-01-12 09:17:30.0,2017-03-21 09:56:05.0,1
387,458,Nhược Tích,N/A,1970-01-01 00:00:00.0,ACT,2014-10-15 16:43:36.0,2016-01-12 09:17:30.0,2017-03-21 09:56:05.0,1
388,466,Hoa Dã Quỳ,N/A,1970-01-01 00:00:00.0,ACT,2014-10-15 18:24:37.0,2016-01-12 09:17:30.0,2017-03-21 09:56:05.0,1
389,474,Rolsy Nguyễn,N/A,1970-01-01 00:00:00.0,ACT,2014-10-15 22:22:45.0,2016-01-12 09:17:30.0,2017-03-21 09:56:05.0,1
390,479,Bùi Thị Nguyệt,N/A,1970-01-01 00:00:00.0,ACT,2014-10-16 10:32:45.0,2016-01-12 09:17:30.0,2017-03-21 09:56:05.0,1
391,482,Nắng mai,N/A,1970-01-01 00:00:00.0,ACT,2014-10-16 17:59:20.0,2016-01-12 09:17:30.0,2017-03-21 09:56:05.0,1
392,491,Hồng Nhung,N/A,1970-01-01 00:00:00.0,ACT,2014-10-17 18:37:36.0,2016-01-12 09:17:30.0,2017-03-21 09:56:05.0,1
393,506,Tạ Ngọc Ái,N/A,1970-01-01 00:00:00.0,DEL,2014-10-21 15:40:19.0,2016-01-12 09:17:30.0,2017-03-21 09:56:05.0,1
394,531,Nguyễn Quang Vinh,N/A,1970-01-01 00:00:00.0,ACT,2014-11-11 17:23:57.0,2016-01-12 09:17:30.0,2017-03-21 09:56:05.0,1
395,585,Aprilynne Pike,N/A,1970-01-01 00:00:00.0,DEL,2014-11-25 09:39:13.0,2016-01-12 09:17:30.0,2017-03-21 09:56:05.0,1
396,639,Aoyama Nanae,N/A,1970-01-01 00:00:00.0,ACT,2014-11-25 11:04:36.0,2016-01-12 09:17:30.0,2017-03-21 09:56:06.0,1
397,687,Burton G. Malkiel,N/A,1970-01-01 00:00:00.0,ACT,2014-11-25 11:38:58.0,2016-01-12 09:17:30.0,2017-03-21 09:56:06.0,1
398,733,John C. Maxwell,N/A,1970-01-01 00:00:00.0,DEL,2014-11-27 08:06:01.0,2016-01-12 09:17:30.0,2017-03-21 09:56:06.0,1
399,766,Phương Cẩm Sa,N/A,1970-01-01 00:00:00.0,ACT,2014-11-27 08:39:36.0,2016-01-12 09:17:30.0,2017-03-21 09:56:06.0,1
400,777,George R. R. Martin,N/A,1970-01-01 00:00:00.0,ACT,2014-11-27 08:42:13.0,2016-01-12 09:17:30.0,2017-03-21 09:56:06.0,1
401,797,Jeffrey J. Fox,N/A,1970-01-01 00:00:00.0,DEL,2014-12-02 16:22:01.0,2016-01-12 09:17:30.0,2017-03-21 09:56:06.0,1
402,813,Tony Buzan,N/A,1970-01-01 00:00:00.0,ACT,2014-12-02 17:13:59.0,2016-01-12 09:17:30.0,2017-03-21 09:56:06.0,1
403,826,Mark H. McCormack,N/A,1970-01-01 00:00:00.0,DEL,2014-12-02 17:46:56.0,2016-01-12 09:17:30.0,2017-03-21 09:56:06.0,1
404,837,Joyce Wycoff,N/A,1970-01-01 00:00:00.0,ACT,2014-12-03 09:57:12.0,2016-01-12 09:17:30.0,2017-03-21 09:56:06.0,1
405,862,Vương Quyên,N/A,1970-01-01 00:00:00.0,ACT,2014-12-03 11:30:28.0,2016-01-12 09:17:30.0,2017-03-21 09:56:06.0,1
406,870,Kevin Paul,N/A,1970-01-01 00:00:00.0,ACT,2014-12-04 16:11:20.0,2016-01-12 09:17:30.0,2017-03-21 09:56:06.0,1
407,886,Hoàng Xuân Phương - Nguyễn Thị Ngọc Châu,N/A,1970-01-01 00:00:00.0,ACT,2014-12-04 16:36:25.0,2016-01-12 09:17:30.0,2017-03-21 09:56:06.0,1
408,902,Dan Ariely,N/A,1970-01-01 00:00:00.0,ACT,2014-12-09 14:10:03.0,2016-01-12 09:17:30.0,2017-03-21 09:56:07.0,1
409,917,Ji Pyeong Gil,N/A,1970-01-01 00:00:00.0,ACT,2014-12-09 14:52:38.0,2016-01-12 09:17:30.0,2017-03-21 09:56:07.0,1
410,950,W. Edwards Deming,N/A,1970-01-01 00:00:00.0,ACT,2014-12-09 15:59:24.0,2016-01-12 09:17:30.0,2017-03-21 09:56:07.0,1
411,999,Jeremy Rifkin,N/A,1970-01-01 00:00:00.0,ACT,2014-12-10 08:24:51.0,2016-01-12 09:17:30.0,2017-03-21 09:56:07.0,1
412,1016,Leander Kahney,N/A,1970-01-01 00:00:00.0,ACT,2014-12-10 09:50:52.0,2016-01-12 09:17:30.0,2017-03-21 09:56:07.0,1
413,1070,John Medina,N/A,1970-01-01 00:00:00.0,DEL,2014-12-10 15:54:04.0,2016-01-12 09:17:30.0,2017-03-21 09:56:07.0,1
414,1100,Ngô Sơn Dương,N/A,1970-01-01 00:00:00.0,ACT,2014-12-11 10:17:11.0,2016-01-12 09:17:30.0,2017-03-21 09:56:07.0,1
415,1116,Leander Kahney,N/A,1970-01-01 00:00:00.0,DEL,2014-12-11 11:27:01.0,2016-01-12 09:17:30.0,2017-03-21 09:56:07.0,1
416,1155,Jack Foster,N/A,1970-01-01 00:00:00.0,ACT,2014-12-11 15:48:15.0,2016-01-12 09:17:30.0,2017-03-21 09:56:07.0,1
417,1170,Richard Branson,N/A,1970-01-01 00:00:00.0,ACT,2014-12-12 09:21:44.0,2016-01-12 09:17:30.0,2017-03-21 09:56:07.0,1
418,1194,Benjamin Franklin,N/A,1970-01-01 00:00:00.0,ACT,2014-12-12 10:39:34.0,2016-01-12 09:17:30.0,2017-03-21 09:56:07.0,1
419,1221,Fukuzawa Yukichi,N/A,1970-01-01 00:00:00.0,ACT,2014-12-12 11:27:49.0,2016-01-12 09:17:30.0,2017-03-21 09:56:07.0,1
420,1236,Pam Grout,N/A,1970-01-01 00:00:00.0,ACT,2014-12-12 13:18:59.0,2017-09-26 14:58:20.0,2018-09-10 23:22:17.0,1
421,1283,Kurt W. Mortensen,N/A,1970-01-01 00:00:00.0,ACT,2014-12-12 14:45:09.0,2016-01-12 09:17:30.0,2017-03-21 09:56:07.0,1
422,1299,Amy Chua,N/A,1970-01-01 00:00:00.0,ACT,2014-12-12 15:10:51.0,2016-01-12 09:17:30.0,2017-03-21 09:56:08.0,1
423,1317,TS. Phạm Đỗ Chí,N/A,1970-01-01 00:00:00.0,ACT,2014-12-15 09:00:56.0,2016-01-12 09:17:30.0,2017-03-21 09:56:08.0,1
424,1348,Bùi Xuân Phong,N/A,1970-01-01 00:00:00.0,ACT,2014-12-15 12:59:01.0,2016-01-12 09:17:30.0,2017-03-21 09:56:08.0,1
425,1363,Cọp Con Côi Cút,N/A,1970-01-01 00:00:00.0,ACT,2014-12-19 17:50:47.0,2016-01-12 09:17:30.0,2017-03-21 09:56:08.0,1
426,1372,Vô Vi Lão Tử,N/A,1970-01-01 00:00:00.0,ACT,2014-12-22 19:08:34.0,2016-01-12 09:17:30.0,2017-03-21 09:56:08.0,1
427,1379,Raxu,N/A,1970-01-01 00:00:00.0,ACT,2014-12-23 18:06:46.0,2016-01-12 09:17:30.0,2017-03-21 09:56:08.0,1
428,1393,Renie Mai,N/A,1970-01-01 00:00:00.0,ACT,2014-12-23 23:56:33.0,2016-01-12 09:17:30.0,2017-03-21 09:56:08.0,1
429,1407,Mây,N/A,1970-01-01 00:00:00.0,ACT,2014-12-24 21:46:31.0,2016-01-12 09:17:30.0,2017-03-21 09:56:08.0,1
430,1420,Mưa Rào,N/A,1970-01-01 00:00:00.0,ACT,2014-12-26 11:28:15.0,2016-01-12 09:17:30.0,2017-03-21 09:56:08.0,1
431,4610,Ven Hanepola Gunaratana,N/A,1970-01-01 00:00:00.0,DEL,2015-10-02 16:03:59.0,2015-10-02 16:03:59.0,2017-03-21 09:56:08.0,1
432,4676,E. L. JAMES,N/A,1970-01-01 00:00:00.0,DEL,2015-10-07 16:15:45.0,2015-10-07 16:15:45.0,2017-03-21 09:56:08.0,1
433,4742,Duy Long,N/A,1970-01-01 00:00:00.0,DEL,2015-10-15 15:44:23.0,2015-10-15 15:44:23.0,2017-03-21 09:56:08.0,1
434,4786,GUSTAVE LE BON,N/A,1970-01-01 00:00:00.0,DEL,2015-10-22 14:19:52.0,2015-10-22 14:19:52.0,2017-03-21 09:56:08.0,1
435,4892,Al Ries & Jack Trout,N/A,1970-01-01 00:00:00.0,DEL,2015-10-28 10:41:48.0,2015-10-28 10:41:48.0,2017-03-21 09:56:08.0,1
436,5047,Jason F. Wright,N/A,1970-01-01 00:00:00.0,ACT,2015-11-12 16:00:16.0,2017-03-13 08:54:13.0,2018-09-10 23:22:17.0,1
437,5153,NTT,N/A,1970-01-01 00:00:00.0,DEL,2015-11-20 16:04:43.0,2015-11-20 16:04:43.0,2017-03-21 09:56:09.0,1
438,5166,Hàn Dương,N/A,1970-01-01 00:00:00.0,DEL,2015-11-24 08:37:22.0,2015-11-24 08:37:22.0,2017-03-21 09:56:09.0,1
439,5177,MAI VIÊN ĐOÀN TRIỂN,N/A,1970-01-01 00:00:00.0,ACT,2015-11-24 10:39:05.0,2015-11-24 10:39:05.0,2017-03-21 09:56:09.0,1
440,5190,Valerijus Ovsyanikas,N/A,1970-01-01 00:00:00.0,ACT,2015-11-24 11:21:38.0,2015-11-24 11:21:38.0,2017-03-21 09:56:09.0,1
441,5202,"E.S.Kim & S, H, Park",N/A,1970-01-01 00:00:00.0,DEL,2015-11-24 11:56:24.0,2015-11-24 11:56:24.0,2017-03-21 09:56:09.0,1
